pdb, traj, TF, DnaK, GroEL, aggregation, degradation, function
1cli,17,True,False,True,True,True,False
1cli,16,True,False,True,True,True,False
1cli,11,True,False,True,True,True,False
1cli,13,True,False,True,False,False,True
1cli,12,True,False,True,True,True,False
1cli,18,True,False,True,True,True,False
1ng9,5,True,True,True,True,True,False
1ng9,4,True,True,True,True,True,False
1ng9,7,True,True,True,True,True,False
1ng9,6,True,True,True,True,True,False
1ng9,2,True,True,True,True,True,False
1ng9,8,True,True,True,True,True,True
1fts,10,True,True,True,True,True,True
1fts,14,True,True,True,True,True,True
1fts,15,True,True,True,True,True,True
1ksf,4,True,True,True,True,True,False
1dfu,38,True,True,True,True,False,True
2qcu,39,True,True,True,True,True,True
2qcu,38,True,True,True,True,True,True
2qcu,34,True,True,True,True,True,False
2qcu,37,True,True,True,False,False,True
2qcu,36,True,True,True,True,True,True
2qcu,31,True,True,True,True,True,True
2qcu,33,True,True,True,True,True,True
2qcu,32,True,True,True,True,True,True
1ger,4,True,True,True,True,True,False
1ger,9,True,True,True,True,True,True
1m3u,43,True,True,True,True,True,False
1ksf,12,True,True,True,True,True,False
1ksf,16,True,True,True,True,True,False
1ksf,19,True,True,True,True,True,True
1ksf,18,True,True,True,True,True,False
1gz0,18,False,True,True,True,True,True
1gz0,19,False,True,True,True,True,True
1gz0,10,False,True,True,True,True,True
1gz0,11,False,True,True,True,True,True
1gz0,12,False,True,True,True,True,True
1gz0,13,False,True,True,True,True,True
1gz0,14,False,True,True,True,True,True
1gz0,15,False,True,True,True,True,True
1gz0,16,False,True,True,True,True,True
1gz0,17,False,True,True,True,True,True
2kx9,4,True,True,True,True,True,False
2kx9,5,True,True,True,True,True,False
2kx9,6,True,True,True,True,True,False
2kx9,7,True,True,True,True,True,False
2kx9,1,True,True,True,True,True,False
1xru,27,True,True,True,True,True,True
1xru,25,True,True,True,True,True,True
1xru,24,True,True,True,True,False,True
1xru,23,True,True,True,True,False,True
2kx9,9,True,True,True,True,True,False
1gyt,50,False,True,False,False,False,True
1fui,50,False,True,True,False,False,True
2o1c,15,True,True,True,True,True,True
2o1c,11,True,True,True,True,True,False
2o1c,12,True,True,True,True,True,False
2o1c,19,True,True,True,True,True,False
4e8b,50,False,True,True,False,True,False
1pf5,6,True,True,True,True,True,True
3gn5,37,True,True,True,True,True,True
3gn5,36,False,True,True,True,True,False
1ng9,27,True,True,True,True,True,True
1ng9,29,True,True,True,True,True,False
1fui,10,False,True,True,False,False,True
1fui,16,False,True,True,False,False,True
1fui,14,False,True,True,False,False,True
1fts,31,True,True,True,True,True,True
1fts,37,True,True,True,True,True,True
1fts,34,True,True,True,True,True,True
1fts,38,True,True,True,True,True,True
1dfu,17,True,True,True,True,True,True
1dfu,14,True,True,True,True,True,True
1dfu,19,True,True,True,True,True,True
1i6o,44,True,False,True,True,True,True
2id0,17,True,True,True,False,False,True
2id0,15,True,True,True,False,False,True
2id0,14,True,True,True,False,False,True
2id0,13,True,True,True,False,False,False
2id0,12,True,True,True,False,True,False
2id0,11,True,True,True,False,False,False
2id0,10,True,True,True,False,False,True
2id0,19,True,True,True,False,False,False
2id0,18,True,True,True,False,False,True
2ptq,30,True,True,True,True,True,False
1ksf,39,True,True,True,True,True,False
1ksf,38,True,True,True,True,True,False
1ksf,35,True,True,True,True,True,False
1ksf,34,True,True,True,True,True,False
1ksf,37,True,True,True,True,True,False
1ksf,36,True,True,True,True,True,False
1ksf,31,True,True,True,True,True,False
1ksf,30,True,True,True,True,True,False
1ksf,33,True,True,True,True,True,False
1ksf,32,True,True,True,True,True,False
1gz0,32,False,True,True,True,True,True
1gz0,33,False,True,True,False,False,True
1gz0,30,False,True,True,True,True,True
1gz0,31,False,True,True,True,True,True
1gz0,36,False,True,True,True,True,True
1gz0,37,False,True,True,True,True,True
1gz0,34,False,True,True,True,True,True
1gz0,35,False,True,True,True,True,True
1gz0,38,False,True,True,True,True,True
1gz0,39,False,True,True,True,True,True
1k7j,48,True,True,False,False,False,True
1k7j,49,True,True,True,True,True,False
1k7j,45,True,False,False,False,False,False
1k7j,46,True,False,False,False,False,True
1k7j,47,True,False,False,False,False,True
1k7j,40,True,False,False,False,False,True
1k7j,42,True,False,False,False,False,True
1zyl,50,True,True,True,True,True,True
1woc,33,True,True,True,True,True,True
1u60,6,True,True,True,True,True,True
1u60,2,True,True,True,True,False,True
1u60,3,True,True,True,False,False,True
1u60,29,True,True,True,True,True,True
1u60,28,True,True,True,True,True,True
1u60,27,True,True,True,True,True,True
1u60,24,True,True,True,True,False,True
1u60,23,True,True,True,True,True,True
1u60,22,True,True,True,True,False,True
1u60,21,True,True,True,True,False,True
3gn5,17,False,True,True,True,True,True
1w8g,45,True,True,True,True,True,False
1fts,6,True,True,True,True,True,True
3m7m,22,False,True,False,True,False,True
3pco,48,True,False,True,False,False,True
3pco,49,True,False,True,False,False,True
3pco,44,True,True,True,False,False,True
3pco,45,True,True,True,False,False,False
3pco,46,True,False,True,False,False,True
3pco,47,True,True,True,True,True,False
3pco,40,True,False,True,False,False,True
3pco,41,True,True,True,True,True,False
3pco,42,True,False,True,True,False,False
3pco,43,True,True,True,True,True,False
